name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity 
HD 113337 b,118,2.83 Jupiters,6.02078,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6744/hd-113337-b/,Super Earth,2019,1.12 Earths,1.04 x Earth,0.035 AU,4.2 days,0.0
HD 113538 b,53,0.36 Jupiters,9.05,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6745/hd-113538-b/,Super Earth,2019,1.12 Earths,1.04 x Earth,0.035 AU,4.2 days,0.0
HD 113538 c,53,0.93 Jupiters,9.05,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6746/hd-113538-c/,Super Earth,2019,1.12 Earths,1.04 x Earth,0.035 AU,4.2 days,0.0
HD 113996 b,379,6.3 Jupiters,4.77044,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7203/hd-113996-b/,Super Earth,2019,2.27 Earths,1.31 x Earth,Unknown,8.1 days,0.0
HD 114386 b,91,1.14 Jupiters,8.73,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6747/hd-114386-b/,Super Earth,2019,2.27 Earths,1.31 x Earth,Unknown,8.1 days,0.0
HD 114613 b,66,0.357 Jupiters,4.85,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6748/hd-114613-b/,Super Earth,2019,2.27 Earths,1.31 x Earth,Unknown,8.1 days,0.0
HD 114729 b,123,0.825 Jupiters,6.68,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6751/hd-114729-b/,Super Earth,2019,2.27 Earths,1.31 x Earth,Unknown,8.1 days,0.0
HD 114762 b,131,10.69 Jupiters,7.3,1989,https://exoplanets.nasa.gov/exoplanet-catalog/6749/hd-114762-b/,Super Earth,2019,3.53 Earths,1.7 x Earth,Unknown,4.5 days,0.0
HD 114783 b,69,1.1 Jupiters,7.56,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6750/hd-114783-b/,Super Earth,2019,3.53 Earths,1.7 x Earth,Unknown,4.5 days,0.0
HD 114783 c,69,0.611 Jupiters,7.56,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7298/hd-114783-c/,Super Earth,2019,3.53 Earths,1.7 x Earth,Unknown,4.5 days,0.0
HD 11506 b,167,4.83 Jupiters,7.51,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6572/hd-11506-b/,Super Earth,2019,3.53 Earths,1.7 x Earth,Unknown,4.5 days,0.0
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Super Earth,2021,2.54 Earths,1.4 x Earth,Unknown,0.9 days,0.0
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Super Earth,2021,2.54 Earths,1.4 x Earth,Unknown,0.9 days,0.0
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Super Earth,2021,2.54 Earths,1.4 x Earth,Unknown,0.9 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Super Earth,2021,2.54 Earths,1.4 x Earth,Unknown,0.9 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Neptune-like,2021,7.27 Earths,0.232 x Jupiter,Unknown,14.6 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Neptune-like,2021,7.27 Earths,0.232 x Jupiter,Unknown,14.6 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Neptune-like,2021,7.27 Earths,0.232 x Jupiter,Unknown,14.6 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Neptune-like,2021,7.27 Earths,0.232 x Jupiter,Unknown,14.6 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Super Earth,2019,1.01 Earths,1.01 x Earth,Unknown,2.9 days,0.0
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Super Earth,2019,1.01 Earths,1.01 x Earth,Unknown,2.9 days,0.0
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Super Earth,2019,1.01 Earths,1.01 x Earth,Unknown,2.9 days,0.0
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Super Earth,2019,1.01 Earths,1.01 x Earth,Unknown,2.9 days,0.0
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Super Earth,2019,3.26 Earths,1.62 x Earth,Unknown,5.3 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Super Earth,2019,3.26 Earths,1.62 x Earth,Unknown,5.3 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Super Earth,2019,3.26 Earths,1.62 x Earth,Unknown,5.3 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Super Earth,2019,3.26 Earths,1.62 x Earth,Unknown,5.3 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.4 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.4 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.4 days,0.0
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.4 days,0.0
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Terrestrial,2019,0.666 Earths,0.9 x Earth,Unknown,2.3 days,0.0
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Terrestrial,2019,0.666 Earths,0.9 x Earth,Unknown,2.3 days,0.0
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Terrestrial,2019,0.666 Earths,0.9 x Earth,Unknown,2.3 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Terrestrial,2019,0.666 Earths,0.9 x Earth,Unknown,2.3 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Terrestrial,2019,0.84 Earths,0.96 x Earth,Unknown,1.6 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Terrestrial,2019,0.84 Earths,0.96 x Earth,Unknown,1.6 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Terrestrial,2019,0.84 Earths,0.96 x Earth,Unknown,1.6 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Terrestrial,2019,0.84 Earths,0.96 x Earth,Unknown,1.6 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Super Earth,2016,4.35 Earths,1.92 x Earth,0.1195 AU,21.2 days,0.06
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Super Earth,2016,4.35 Earths,1.92 x Earth,0.1195 AU,21.2 days,0.06
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Super Earth,2016,4.35 Earths,1.92 x Earth,0.1195 AU,21.2 days,0.06
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Super Earth,2016,4.35 Earths,1.92 x Earth,0.1195 AU,21.2 days,0.06
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Neptune-like,2018,27 Earths,0.514 x Jupiter,0.1493 AU,19.5 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Neptune-like,2018,27 Earths,0.514 x Jupiter,0.1493 AU,19.5 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Neptune-like,2018,27 Earths,0.514 x Jupiter,0.1493 AU,19.5 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Neptune-like,2018,27 Earths,0.514 x Jupiter,0.1493 AU,19.5 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,2.3 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,2.3 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,2.3 days,0.0
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,2.3 days,0.0
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,Unknown,5.2 days,0.0
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,Unknown,5.2 days,0.0
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,Unknown,5.2 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Neptune-like,2016,5.77 Earths,0.203 x Jupiter,Unknown,5.2 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Neptune-like,2019,5.35 Earths,2.17 x Earth,Unknown,18.1 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Neptune-like,2019,5.35 Earths,2.17 x Earth,Unknown,18.1 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Neptune-like,2019,5.35 Earths,2.17 x Earth,Unknown,18.1 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Neptune-like,2019,5.35 Earths,2.17 x Earth,Unknown,18.1 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Super Earth,2019,3.19 Earths,1.6 x Earth,Unknown,34.9 days,0.0
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Super Earth,2019,3.19 Earths,1.6 x Earth,Unknown,34.9 days,0.0
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Super Earth,2019,3.19 Earths,1.6 x Earth,Unknown,34.9 days,0.0
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Super Earth,2019,3.19 Earths,1.6 x Earth,Unknown,34.9 days,0.0
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Super Earth,2019,2.13 Earths,1.26 x Earth,Unknown,15.3 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Super Earth,2019,2.13 Earths,1.26 x Earth,Unknown,15.3 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Super Earth,2019,2.13 Earths,1.26 x Earth,Unknown,15.3 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Super Earth,2019,2.13 Earths,1.26 x Earth,Unknown,15.3 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Neptune-like,2016,5.99 Earths,0.207 x Jupiter,Unknown,23.2 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Neptune-like,2016,5.99 Earths,0.207 x Jupiter,Unknown,23.2 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Neptune-like,2016,5.99 Earths,0.207 x Jupiter,Unknown,23.2 days,0.0
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Neptune-like,2016,5.99 Earths,0.207 x Jupiter,Unknown,23.2 days,0.0
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.6 days,0.0
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.6 days,0.0
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.6 days,0.0
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Super Earth,2021,1.87 Earths,1.2 x Earth,Unknown,0.6 days,0.0
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Neptune-like,2021,5.9 Earths,0.205 x Jupiter,Unknown,11.8 days,0.0
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Neptune-like,2021,5.9 Earths,0.205 x Jupiter,Unknown,11.8 days,0.0
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Neptune-like,2021,5.9 Earths,0.205 x Jupiter,Unknown,11.8 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Neptune-like,2021,5.9 Earths,0.205 x Jupiter,Unknown,11.8 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Neptune-like,2019,7.2 Earths,0.231 x Jupiter,0.098 AU,13.6 days,0.2
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Neptune-like,2019,7.2 Earths,0.231 x Jupiter,0.098 AU,13.6 days,0.2
HD 11977 b,222,6.54 Jupiters,4.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6574/hd-11977-b/,Neptune-like,2019,7.2 Earths,0.231 x Jupiter,0.098 AU,13.6 days,0.2
HD 120084 b,336,4.5 Jupiters,5.90686,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6756/hd-120084-b/,Neptune-like,2019,7.2 Earths,0.231 x Jupiter,0.098 AU,13.6 days,0.2
HD 121504 b,136,1.51 Jupiters,7.54,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6757/hd-121504-b/,Neptune-like,2019,7.7 Earths,0.24 x Jupiter,0.28 AU,65.6 days,0.2
HD 124330 b,196,0.75 Jupiters,7.88,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7870/hd-124330-b/,Neptune-like,2019,7.7 Earths,0.24 x Jupiter,0.28 AU,65.6 days,0.2
HD 12484 b,158,2.98 Jupiters,8.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7115/hd-12484-b/,Neptune-like,2019,7.7 Earths,0.24 x Jupiter,0.28 AU,65.6 days,0.2
HD 125390 b,501,22.16 Jupiters,8.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7526/hd-125390-b/,Neptune-like,2019,7.7 Earths,0.24 x Jupiter,0.28 AU,65.6 days,0.2
HD 125595 b,92,6.3566 Earths,9.03,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6761/hd-125595-b/,Terrestrial,2021,0.937 Earths,0.99 x Earth,Unknown,0.8 days,0.0
HD 125612 b,188,3.1 Jupiters,8.31,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6758/hd-125612-b/,Terrestrial,2021,0.937 Earths,0.99 x Earth,Unknown,0.8 days,0.0
HD 125612 c,188,17.48065 Earths,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6759/hd-125612-c/,Terrestrial,2021,0.937 Earths,0.99 x Earth,Unknown,0.8 days,0.0
HD 125612 d,188,7.28 Jupiters,8.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6760/hd-125612-d/,Terrestrial,2021,0.937 Earths,0.99 x Earth,Unknown,0.8 days,0.0
HD 12648 b,594,1.96 Jupiters,6.98656,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7098/hd-12648-b/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,0.7 days,0.0
HD 126525 b,123,0.237 Jupiters,7.85,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7421/hd-126525-b/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,0.7 days,0.0
HD 126614 b,238,0.41 Jupiters,8.81,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6762/hd-126614-b/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,0.7 days,0.0
HD 12661 b,123,2.43 Jupiters,7.43,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6577/hd-12661-b/,Super Earth,2019,2.79 Earths,1.48 x Earth,Unknown,0.7 days,0.0
HD 12661 c,123,1.812 Jupiters,7.43,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6578/hd-12661-c/,Super Earth,2016,7.72 Earths,1.82 x Earth,0.0134 AU,0.6 days,0.0
HD 128311 b,53,1.769 Jupiters,7.48,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6763/hd-128311-b/,Super Earth,2016,7.72 Earths,1.82 x Earth,0.0134 AU,0.6 days,0.0
HD 128311 c,53,3.789 Jupiters,7.48,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6764/hd-128311-c/,Super Earth,2016,7.72 Earths,1.82 x Earth,0.0134 AU,0.6 days,0.0
HD 128356 b,85,0.89 Jupiters,8.2411,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7234/hd-128356-b/,Super Earth,2016,7.72 Earths,1.82 x Earth,0.0134 AU,0.6 days,0.0
HD 129445 b,220,1.6 Jupiters,8.8,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6765/hd-129445-b/,Neptune-like,2016,5.8 Earths,0.244 x Jupiter,0.1091 AU,13.3 days,0.18
HD 130322 b,104,1.15 Jupiters,8.04,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6766/hd-130322-b/,Neptune-like,2016,5.8 Earths,0.244 x Jupiter,0.1091 AU,13.3 days,0.18
HD 131496 b,430,1.8 Jupiters,7.8,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6767/hd-131496-b/,Neptune-like,2016,5.8 Earths,0.244 x Jupiter,0.1091 AU,13.3 days,0.18
HD 131664 b,172,19.12 Jupiters,8.13,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6920/hd-131664-b/,Neptune-like,2016,5.8 Earths,0.244 x Jupiter,0.1091 AU,13.3 days,0.18
HD 13167 b,486,3.31 Jupiters,8.34,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7353/hd-13167-b/,Super Earth,2021,1.37 Earths,1.1 x Earth,Unknown,0.7 days,0.0
HD 13189 b,1624,10.95 Jupiters,7.57,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6579/hd-13189-b/,Super Earth,2021,1.37 Earths,1.1 x Earth,Unknown,0.7 days,0.0
HD 132406 b,231,5.38 Jupiters,8.45,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6768/hd-132406-b/,Super Earth,2021,1.37 Earths,1.1 x Earth,Unknown,0.7 days,0.0
HD 132563 b,343,1.49 Jupiters,8.928001,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6919/hd-132563-b/,Super Earth,2021,1.37 Earths,1.1 x Earth,Unknown,0.7 days,0.0
HD 133131 A b,168,1.42 Jupiters,7.66,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7226/hd-133131-a-b/,Gas Giant,2018,3 Jupiters,1.051 x Jupiter,0.07229 AU,6.2 days,0.0
HD 133131 A c,168,0.42 Jupiters,7.66,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7227/hd-133131-a-c/,Gas Giant,2018,3 Jupiters,1.051 x Jupiter,0.07229 AU,6.2 days,0.0
HD 133131 B b,167,2.5 Jupiters,8.413,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7228/hd-133131-b-b/,Gas Giant,2018,3 Jupiters,1.051 x Jupiter,0.07229 AU,6.2 days,0.0
HD 134060 b,78,10.1 Earths,6.29,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7318/hd-134060-b/,Gas Giant,2018,3 Jupiters,1.051 x Jupiter,0.07229 AU,6.2 days,0.0
HD 137496 c,507,7.66 Jupiters,9.899,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8048/hd-137496-c/,Gas Giant,2018,13 Jupiters,1.11 x Jupiter,4.5 AU,10 years,0.0
HD 13808 b,92,11.2 Earths,8.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7825/hd-13808-b/,Gas Giant,2018,13 Jupiters,1.11 x Jupiter,4.5 AU,10 years,0.0
HD 13808 c,92,9.96 Earths,8.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7826/hd-13808-c/,Gas Giant,2018,13 Jupiters,1.11 x Jupiter,4.5 AU,10 years,0.0
HD 13908 b,259,0.865 Jupiters,7.52,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6580/hd-13908-b/,Gas Giant,2018,13 Jupiters,1.11 x Jupiter,4.5 AU,10 years,0.0
HD 13908 c,259,5.13 Jupiters,7.52,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6581/hd-13908-c/,Super Earth,2020,8.75 Earths,1.95 x Earth,0.047 AU,3.6 days,0.06
HD 13931 b,155,2.2 Jupiters,7.61,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6582/hd-13931-b/,Super Earth,2020,8.75 Earths,1.95 x Earth,0.047 AU,3.6 days,0.06
HD 139357 b,366,9.76 Jupiters,5.97272,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6924/hd-139357-b/,Super Earth,2020,8.75 Earths,1.95 x Earth,0.047 AU,3.6 days,0.06
HD 1397 b,260,0.415 Jupiters,7.79,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7286/hd-1397-b/,Super Earth,2020,8.75 Earths,1.95 x Earth,0.047 AU,3.6 days,0.06
HD 14067 b,463,7.8 Jupiters,6.53329,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6583/hd-14067-b/,Neptune-like,2020,14.67 Earths,0.327 x Jupiter,0.13 AU,15.6 days,0.07
HD 141004 b,39,13.63484 Earths,4.4154,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7879/hd-141004-b/,Neptune-like,2020,14.67 Earths,0.327 x Jupiter,0.13 AU,15.6 days,0.07
HD 137496 c,507,7.66 Jupiters,9.899,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8048/hd-137496-c/,Neptune-like,2020,14.67 Earths,0.327 x Jupiter,0.13 AU,15.6 days,0.07
HD 13808 b,92,11.2 Earths,8.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7825/hd-13808-b/,Neptune-like,2020,14.67 Earths,0.327 x Jupiter,0.13 AU,15.6 days,0.07
HD 13808 c,92,9.96 Earths,8.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7826/hd-13808-c/,Neptune-like,2020,10.18 Earths,0.352 x Jupiter,0.22 AU,35.7 days,0.15
HD 13908 b,259,0.865 Jupiters,7.52,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6580/hd-13908-b/,Neptune-like,2020,10.18 Earths,0.352 x Jupiter,0.22 AU,35.7 days,0.15
HD 13908 c,259,5.13 Jupiters,7.52,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6581/hd-13908-c/,Neptune-like,2020,10.18 Earths,0.352 x Jupiter,0.22 AU,35.7 days,0.15
HD 13931 b,155,2.2 Jupiters,7.61,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6582/hd-13931-b/,Neptune-like,2020,10.18 Earths,0.352 x Jupiter,0.22 AU,35.7 days,0.15
HD 139357 b,366,9.76 Jupiters,5.97272,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6924/hd-139357-b/,Gas Giant,2012,6.7 Jupiters,1.13 x Jupiter,1.3 AU,417.9 days,0.11
HD 1397 b,260,0.415 Jupiters,7.79,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7286/hd-1397-b/,Gas Giant,2012,6.7 Jupiters,1.13 x Jupiter,1.3 AU,417.9 days,0.11
HD 14067 b,463,7.8 Jupiters,6.53329,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6583/hd-14067-b/,Gas Giant,2012,6.7 Jupiters,1.13 x Jupiter,1.3 AU,417.9 days,0.11
